Unnamed: 0,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050
Capacity Factor (dimensionless),0.170535,0.170927,0.171319,0.171711,0.172103,0.172495,0.172887,0.173279,0.173671,0.174063,0.174455,0.174847,0.17498,0.175113,0.175246,0.175379,0.175512,0.175645,0.175778,0.175911,0.176044,0.176177,0.17631,0.176443,0.176576,0.176709,0.176842,0.176975,0.177108,0.177241,0.177374,0.177507
