Unit: $/MW,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050
Balance of System,549764.338655,611563.169279,624821.999904,613250.830528,587342.661153,550911.491778,555575.57865,555064.665523,549827.752396,540461.839268,527607.926141,536490.75337,542741.580599,546687.407827,548783.235056,549427.062285,548793.889514,547052.716742,544411.543971,541048.3712,537087.198428,532523.025657,527460.852886,521963.680115,516095.507343,509906.334572,503428.161801,496702.98903,489762.816258,482628.643487,475325.470716
