Unit: 2012 USD/MWh,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050
Exported Electricity Price,95.185391,96.900082,95.561179,93.752048,92.382458,91.53759,90.979217,90.692799,90.373489,90.128595,89.940513,90.180909,90.014967,89.887612,89.556539,89.087942,88.625538,88.213078,87.904581,87.573421,87.248631,86.968669,86.633635,86.249191,85.912857,85.637175,85.238084,84.819487,84.27288,83.564656,82.978826
