Unnamed: 0,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050
BAU Transmission Capacity (kV*miles),13810703.145389,13950543.079772,14090383.014155,14230222.948538,14370062.882921,14509902.817304,14649742.751687,14789582.68607,14929422.620453,15069262.554836,15209102.489219,15348942.423602,15488782.357985,15628622.292368,15768462.226751,15908302.161134,16048142.095517,16187982.0299,16327821.964283,16467661.898667,16607501.83305,16747341.767433,16887181.701816,17027021.636199,17166861.570582,17306701.504965,17446541.439348,17586381.373731,17726221.308114,17866061.242497,18005901.17688,18145741.111263,18285581.045646,18425420.980029,18565260.914412
