Year,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050
DR Capacity (MW),0,0,0,0,0,0,0,581.541697,1174.382542,1776.876591,2397.402061,3046.739263,3702.646989,4377.831368,5078.973044,5797.506099,6540.288065,7315.631325,7440.538223,7580.727621,7716.808055,7851.585632,7996.275661,8150.693053,8308.37686,8472.768658,8635.295009,8804.240518,8980.501564,9145.360901,9313.712459,9488.349651,9665.250122
