Year,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050
Potential Additional DR Capacity (MW),616.460466,6044.927579,7376.22177,8714.476922,10067.648213,11437.205701,12824.214636,13650.614379,14457.082852,15277.468045,16108.287684,16943.476723,17809.704123,18685.795749,19578.691957,20499.005977,21440.926228,22396.031926,24050.470222,25732.061566,27456.911091,29218.214188,31000.285014,32873.528206,34771.973258,36687.324619,38623.328838,40566.842018,42561.540224,44568.794296,46570.348839,48560.317709,50539.83462
