Unnamed: 0,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050
BAU Carbon Sequestered Globally (metric tons CO2e/yr),54888170.608916,82332255.913374,109776341.217832,137220426.52229,164664511.826747,192108597.131205,219552682.435663,246996767.740121,274440853.044579,301884938.349037,306967130.857422,312049323.365808,317131515.874194,322213708.382579,327295900.890965,351613892.141961,375931883.392957,400249874.643953,424567865.894949,448885857.145945,480205173.476767,511524489.80759,542843806.138412,574163122.469234,605482438.800057,627999020.293159,650515601.786262,673032183.279364,695548764.772467,718065346.265569,758424086.179436,798782826.093303,839141566.00717,879500305.921036,919859045.834903
