Unnamed: 0,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050
Global battery cap (MWh),253809.52381,605280.112045,1035000,1560161.064426,2189439.77591,2931512.605042,3777703.081232,4811183.473389,6070252.10084,7572261.904762,9343242.296919,11426575.630252,13834978.991597,16566911.764706,19553746.498599,22785679.271709,26243102.240896,29968312.32493,33860189.07563,37908928.571429,42134138.655462,46555427.170868,51042903.6279,55600056.764706,60212434.779017,64868298.092704,69558226.739713,74262829.036329,78988103.04493,83729415.369841,88483147.492219,93246483.125165
